epoch,train_eval_loss,train_accuracy,train_f1,test_loss,test_accuracy,test_f1
0,4.78225483940643,0.24140012070006034,0.0005778791435318733,4.78225483940643,0.24140012070006034,0.0005778791435318733
5,1.6789492918894842,51.80288461538461,0.4878215891585483,1.7917858547377354,50.3922751961376,0.4695542028360143
10,1.4006721864526088,59.49519230769231,0.5699584412878477,1.6220342592128272,54.76765238382619,0.5190589186128534
15,1.2828789290327292,62.31971153846154,0.6069799135003341,1.577876095054219,56.21605310802656,0.5429851486131052
20,1.202023687844093,64.99399038461539,0.6364197597827622,1.5453923199940653,58.35847917923959,0.5686562625276412
25,1.1017993258742185,67.1875,0.6558775138698265,1.55206196921543,58.23777911888956,0.5676512053808275
30,1.0307798024553518,68.8701923076923,0.6722461303814249,1.5841224778045728,58.23777911888956,0.5614080732966158
35,0.9655133136189901,70.73317307692308,0.6967020355111578,1.6173800536729757,58.44900422450211,0.5704387349683444
40,0.8760370864317968,72.7764423076923,0.7221653088971565,1.6640220822639835,57.091128545564274,0.5597909601238926
45,0.833201447645059,74.78966346153847,0.7420719592487198,1.6731351324655477,57.54375377187689,0.5640189804902478
50,0.8355688790862377,74.27884615384616,0.7320383320628454,1.724002480506897,57.6041038020519,0.559752655573226
55,0.7554910409335907,77.19350961538461,0.764078209886834,1.7619864564497494,57.66445383222692,0.5631962569232772
60,0.6807948058614364,79.35697115384616,0.7867878821451761,1.8067514132527471,57.694628847314426,0.5637376917988451
65,0.6713965466389289,79.44711538461539,0.7886595734375963,1.8595148753193975,57.423053711526855,0.561134705642257
70,0.6165593237831042,81.61057692307692,0.811252761021898,1.867827107605425,57.93602896801448,0.565790996653734
75,0.6234993693920282,81.09975961538461,0.8049144743433048,1.9227955682763775,57.36270368135184,0.5606862945220921
80,0.6188231884286954,81.40024038461539,0.809251113980258,1.9621637764486295,56.8195534097767,0.559337178374477
85,0.5595574810241277,82.72235576923077,0.8236366656021532,1.9840653208852972,56.427278213639106,0.5537115532858711
90,0.5696608341084077,82.5420673076923,0.8226670050396101,2.0321811420246236,56.06517803258902,0.5512462468739723
95,0.5161479119784557,84.73557692307692,0.8440898956792674,2.0654392225071065,56.51780325890163,0.553220312333896
100,0.6206567980922185,80.3485576923077,0.8027381141939973,2.1490938258402554,54.91852745926373,0.5447882464988033
105,0.4854978904701196,85.69711538461539,0.8570158659695716,2.1630142406352517,54.91852745926373,0.5500717674639687
110,0.4511848414460054,86.2079326923077,0.8598162407976263,2.161385026371595,56.608328304164154,0.5601966729569378
115,0.4698731778905942,85.09615384615384,0.8475305601180436,2.207918708764234,55.25045262522631,0.545492208623732
120,0.42201015080970067,87.53004807692308,0.8727848569764873,2.2275040086033275,55.85395292697646,0.5541886641556326
125,0.46833183329838973,85.57692307692308,0.8543881822145036,2.234019935709759,54.7978273989137,0.5412485458809381
130,0.5349017613782332,83.14302884615384,0.8289544553914691,2.2425212223552964,55.00905250452625,0.542320051091047
135,0.426819883286953,87.56009615384616,0.8743167403064783,2.2627934020699807,54.76765238382619,0.5428983168642084
140,0.4247019630498611,87.01923076923077,0.8680029803178237,2.286902458343691,55.43150271575136,0.548457502375795
145,0.4078647733594363,88.04086538461539,0.87899063107167,2.3028197410037214,54.88835244417622,0.5409486304175315
150,0.394445250240656,88.46153846153847,0.8813782596062715,2.3166305312832582,55.612552806276405,0.548706217860695
155,0.3773741376801179,88.49158653846153,0.8835204356479612,2.334987849865145,55.06940253470127,0.5458218595542241
160,0.37999565340578556,88.91225961538461,0.8886846073251569,2.3423875767050437,54.616777308388656,0.5412232486926034
165,0.4008387837272424,87.98076923076923,0.8777249776036393,2.3743742461343413,54.16415208207604,0.5360700404936241
170,0.3437594836577773,90.7451923076923,0.9069604317098029,2.3763778765224717,54.88835244417622,0.5414978383491834
175,0.3827649944533522,88.73197115384616,0.8847246475685737,2.373348387120997,55.67290283645142,0.54326958748702
180,0.400148187405788,88.31129807692308,0.8824586910337264,2.3863351032571885,54.345202172601084,0.5400121464946159
185,0.37038623054440206,89.00240384615384,0.8897489841937731,2.41863151892875,54.70730235365118,0.5440860691463141
190,0.3627414393167083,89.30288461538461,0.892073792187055,2.3980240463053137,55.40132770066385,0.5489563619689937
195,0.3350957268849015,89.87379807692308,0.89807211395985,2.4354629910107954,55.5823777911889,0.5503840199248754
200,0.35512069584085393,89.87379807692308,0.8974653997283094,2.4341249604826993,53.74170187085094,0.5322953437843808
