epoch,train_eval_loss,train_accuracy,train_f1,test_loss,test_accuracy,test_f1
0,4.768453633673837,0.34772529701535787,0.0015285125670447134,4.768453633673837,0.34772529701535787,0.0015285125670447134
5,1.5922765516572528,53.848379629629626,0.5148033135718818,1.7854464332634044,49.66676325702695,0.4716146374558298
10,1.3780002042099282,59.46180555555556,0.5746623781313915,1.6689125544556946,52.39061141698058,0.5032282358009558
15,1.2688836013829266,62.239583333333336,0.599502911574875,1.6341079907996632,53.49174152419589,0.5136891468502208
20,1.1212609167452212,66.60879629629629,0.649937504500453,1.6441775064602075,53.926398145465086,0.5239699043408572
25,1.028668322496944,68.57638888888889,0.6722564496649374,1.6658998092758321,53.37583309185743,0.5154553064361231
30,0.9475120339128706,71.52777777777777,0.7036498358977277,1.7089596050922002,53.40481019994205,0.5207677957084577
35,0.8700121903309116,73.35069444444444,0.7206752439968149,1.7642236045587842,53.34685598377282,0.5173496519270219
40,0.8548477614919344,73.8136574074074,0.7295128231990203,1.8155993824807284,52.91219936250362,0.5163046510829908
45,0.7749024784123456,77.25694444444444,0.7678416820732634,1.8897143646935437,51.376412634019125,0.5113786769538539
50,0.7208817693646308,77.40162037037037,0.7667386195385474,1.9181710030430945,52.07186322804984,0.5131282205959014
55,0.6537769461671511,80.0925925925926,0.7952382475558756,1.9784796906408864,51.521298174442194,0.5075349226988373
60,0.6110437799383093,81.94444444444444,0.8140837449968716,2.031683635488849,51.086641553172996,0.5000991640447939
65,0.6028140788828885,81.97337962962963,0.8154918860864216,2.0774158194800405,51.492321066357576,0.5064314691211045
70,0.5346411060955789,84.34606481481481,0.8394349153123085,2.1426044256887704,51.724137931034484,0.5084839273896088
75,0.5395147136791989,83.73842592592592,0.8335675993753326,2.168407226277289,50.82584758041148,0.5015760203486681
80,0.4863420944246981,85.30092592592592,0.8505648994420554,2.231045517966012,50.53607649956535,0.501726347903144
85,0.4814330928579525,85.96643518518519,0.8567409931196807,2.274396490827899,50.50709939148073,0.4986107893260685
90,0.4557354062519692,86.3425925925926,0.86020084874517,2.299821352290216,50.39119095914228,0.49860963339736786
95,0.41388586025547097,88.28125,0.8805924262618926,2.3362939435744954,50.68096203998841,0.500989107161906
100,0.3938665540405997,88.91782407407408,0.8880324278588625,2.3860242288803386,49.95653433787308,0.49590211968009656
105,0.42091075179201587,87.67361111111111,0.874824211879546,2.4182442749772117,50.07244277021153,0.49291364814718713
110,0.3550250066651238,90.65393518518519,0.9050533812715257,2.4878251118080636,50.07244277021153,0.4924465907461337
115,0.4275038808722187,87.29745370370371,0.8714407225983039,2.5065818011203658,49.52187771660388,0.4907048574170853
120,0.34702401235699654,89.72800925925925,0.8959897350644375,2.518761855419551,49.89858012170385,0.49262655173631686
125,0.36658490131850596,88.97569444444444,0.8884900279811029,2.593013839186909,49.57983193277311,0.4897637851099704
130,0.38710126667111006,88.6863425925926,0.8856440281319922,2.603377217444304,49.49290060851927,0.48900157235458336
135,0.3212358321718596,90.59606481481481,0.9045980556015073,2.626266196509388,49.000289771080844,0.48542748671981634
140,0.3563967220209263,89.90162037037037,0.8989209956744345,2.6308586107236205,49.46392350043465,0.4916756126594013
145,0.33998103805438235,90.33564814814815,0.9027787395225261,2.680033820811833,47.783251231527096,0.475795813109598
150,0.3296593652555236,90.39351851851852,0.9030742132673859,2.718731418948307,48.88438133874239,0.4845046874108331
155,0.33921303413808346,89.90162037037037,0.8976093792822998,2.7347833620053588,48.652564474065485,0.48205516213361044
160,0.2972492521145829,91.95601851851852,0.9192090189646577,2.7506096797568778,48.536656041727035,0.48284990720241827
165,0.28280528220865464,92.36111111111111,0.9227460886633817,2.7861855865638945,49.49290060851927,0.4892253407622081
170,0.2883021305832598,92.10069444444444,0.9201537705142168,2.773655666369144,48.88438133874239,0.4866081965930542
175,0.28927656042355077,91.89814814814815,0.9182725178239515,2.8051285342635395,48.88438133874239,0.4863337254554922
180,0.3482063213984172,89.32291666666667,0.8925571234678696,2.8397700352089426,47.986090988119386,0.4788410589868366
185,0.45059678165449035,86.19791666666667,0.8607832811280554,2.8320261685647696,48.449724717473195,0.4812254730958567
190,0.3102166425022814,90.74074074074075,0.9066716214091017,2.8654775597224726,48.10199942045784,0.4758956299872473
195,0.28724540314740604,92.01388888888889,0.9191808943401535,2.85765925189045,49.60880904085772,0.4911160538812603
200,0.27652387962573105,92.1875,0.9210549208142673,2.852453110374023,48.39177050130397,0.4803971440165673
