0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
"[0.4621493421494961, 0.004586281093263813]","[0.4621493421494961, 0.013637675565462318]","[0.5861034285277129, 0.02374011417466157]","[0.5861034285277129, 0.034864640230485126]","[0.6720509992912412, 0.04662203092544997]","[0.6720509992912412, 0.058994105484858575]","[0.804922150913626, 0.07244002658282651]","[0.804922150913626, 0.08692979906543787]","[0.7934983343351633, 0.10101957084930506]","[0.7934983343351633, 0.11471800716420778]","[0.8046616195002572, 0.12825624683733539]","[0.8046616195002572, 0.14163672348016934]","[0.7428407064755448, 0.15413901214637116]","[0.7428407064755448, 0.1657845572424385]","[0.6889672364632133, 0.17666510322463083]","[0.6889672364632133, 0.18679933190600015]","[0.7007625495811226, 0.19685014230554065]","[0.7007625495811226, 0.2068184075915488]","[0.7428384005921544, 0.21700703586891368]","[0.7428384005921544, 0.22740889631843894]","[0.8119281783649058, 0.23829062349977284]","[0.8119281783649058, 0.24963817367387578]","[0.7188761301313207, 0.25983781892563573]","[0.7188761301313207, 0.2689183964158363]","[0.7085561130183123, 0.2777169304010264]","[0.7085561130183123, 0.28623968000180633]","[0.6695126371451807, 0.2942063748304555]","[0.6695126371451807, 0.3016305865232772]","[0.7692790531550145, 0.3098979970793532]","[0.7692790531550145, 0.31898535466018063]","[0.7902398230040717, 0.32810095912127335]","[0.7902398230040717, 0.3372428709449264]","[0.8386200406354988, 0.3466840557915717]","[0.8386200406354988, 0.3564154065776541]","[0.7897413537255091, 0.36546919161390257]","[0.7897413537255091, 0.37386203410861774]","[0.8529131323273561, 0.38271575612584324]","[0.8529131323273561, 0.3920170793619634]","[0.769232624032874, 0.40030397696736386]","[0.769232624032874, 0.40760202832005826]","[0.8412193525626158, 0.41547009393722745]","[0.8412193525626158, 0.4238921559742476]","[0.7401135215557564, 0.43114426015115764]","[0.7401135215557564, 0.4372562103997227]","[0.6750306774873013, 0.44260138601064175]","[0.6750306774873013, 0.4471992423130986]","[0.6549581150064108, 0.451506948762465]","[0.6549581150064108, 0.45553156726478]","[0.6715680343334495, 0.45964140544326865]","[0.6715680343334495, 0.4638336833619017]","[0.7791990941973834, 0.46901114063563976]","[0.7791990941973834, 0.4751471987381672]","[0.8442940618203237, 0.4818078648476169]","[0.8442940618203237, 0.48897847331402844]","[0.9112678808771648, 0.4966718699387579]","[0.9112678808771648, 0.5048733013063618]","[0.07133193750198075, 0.5045771314856605]","[0.07133193750198075, 0.49600678678852045]","[0.3538812435617814, 0.49040994335370386]","[0.3538812435617814, 0.48770916782400875]","[0.6649421710248178, 0.488148727094504]","[0.6649421710248178, 0.49164600940881026]","[0.8052187779781911, 0.4964661874260577]","[0.8052187779781911, 0.5025738515476968]","[0.09510613427746756, 0.5015136742756425]","[0.09510613427746756, 0.49347422512844136]","[0.3504440846353196, 0.48812773494976064]","[0.3504440846353196, 0.4854041124866809]","[0.5408492394938779, 0.4846239121186253]","[0.5408492394938779, 0.48573614704472956]","[0.7286941018529094, 0.48869051627439125]","[0.7286941018529094, 0.4934382053094251]","[0.7655016530824754, 0.4984572478361519]","[0.7655016530824754, 0.5037398513922573]","[0.03670347205167279, 0.5016855030150881]","[0.03670347205167279, 0.49248734839347474]","[0.4782264755237364, 0.4878527385739059]","[0.4782264755237364, 0.48766231432077867]","[0.606783324533118, 0.4887514304094659]","[0.606783324533118, 0.49108630689959987]","[0.7043948683920196, 0.49434367363312604]","[0.7043948683920196, 0.4984988521974325]","[0.8163975821824219, 0.5036833274585895]","[0.8163975821824219, 0.5098693601991937]","[0.08802110785699613, 0.5087047545395348]","[0.08802110785699613, 0.5003828991315898]","[-0.4029587666965687, 0.4873532747751282]","[-0.4029587666965687, 0.46974135157462676]","[0.11186865812653485, 0.45758687114044805]","[0.11186865812653485, 0.4507479626083891]","[0.4282871336793611, 0.4471844156321312]","[0.4282871336793611, 0.44681059447398946]","[0.5712267064082479, 0.44786267294900817]","[0.5712267064082479, 0.4503030284443655]","[0.7155522726738381, 0.4541273685890869]","[0.7155522726738381, 0.45929880862243555]","[0.6907245244961941, 0.4641215627699192]","[0.6907245244961941, 0.46860416411981476]","[0.8039811020782572, 0.4741220282763162]","[0.8039811020782572, 0.4806472154064208]","[0.8737664791788152, 0.48773585961398225]","[0.8737664791788152, 0.4953722177762053]","[0.7456249819619205, 0.5015858639234874]","[0.7456249819619205, 0.5064133828209139]","[-0.07228510223712792, 0.5030286227822129]","[-0.07228510223712792, 0.49164791504238936]","[0.26592417139368124, 0.48384866124371806]","[0.26592417139368124, 0.47953773518637427]","[0.5243958253590111, 0.4778771096866061]","[0.5243958253590111, 0.4787973309232571]","[0.7011035295291664, 0.48145296181513714]","[0.7011035295291664, 0.48579803269964555]","[0.7924888216934562, 0.49096404055738]","[0.7924888216934562, 0.49692872601714116]","[0.7603854854147614, 0.5024568322790472]","[0.7603854854147614, 0.5075591103777753]","[0.0006987801065534427, 0.505021471927002]","[0.0006987801065534427, 0.4950450904979363]","[0.4413661475415275, 0.4896391573856265]","[0.4413661475415275, 0.4886842331540886]","[0.6043330391464257, 0.48936545104348667]","[0.6043330391464257, 0.49163971022217723]","[0.7636666404812348, 0.4954501765752435]","[0.7636666404812348, 0.5007559654934903]","[-0.0871752461985344, 0.49751320559398476]","[-0.0871752461985344, 0.48594704942679656]","[0.4234463830195072, 0.47967700271579244]","[0.4234463830195072, 0.4785646630983584]","[0.3571428571428572, 0.47681634407107965]","[0.37142857142857144, 0.47459076269356226]","[0.18571428571428572, 0.4707070420149986]","[-0.8285714285714285, 0.4550038126602687]","[-0.9, 0.42890361487072537]","[-0.9285714285714286, 0.40233204891802726]","[-0.9428571428571428, 0.37586269087687735]","[-1.0, 0.3492090405000674]","[0.17142857142857149, 0.3341443668165696]","[-0.9428571428571428, 0.31986760802156144]","[-0.9142857142857143, 0.29517225000188413]","[-0.8571428571428572, 0.2718141391737487]","[-0.8714285714285714, 0.24933963434288275]","[-0.8142857142857143, 0.22773596144538047]","[-0.8142857142857143, 0.2071229573845823]","[-0.8142857142857143, 0.18691771445419625]","[-0.8714285714285714, 0.1665450917162041]","[-0.8571428571428572, 0.14615393307456392]","[0.8, 0.14275214137454537]","[0.8857142857142857, 0.1566042610839931]","[0.9142857142857141, 0.17131086491621267]","[0.9714285714285713, 0.18657527649205044]","[0.9571428571428571, 0.2019592732873817]","[0.9428571428571428, 0.21675635150967312]","[0.9428571428571428, 0.23111989010889983]","[0.9571428571428571, 0.24534106156991442]","[0.9571428571428571, 0.25942174112231864]","[0.9857142857142855, 0.2735074176593519]","[0.9571428571428571, 0.2873125728948824]","[0.8, 0.29900352737498875]","[0.8, 0.3089141103937341]","[0.8714285714285714, 0.31933748820567653]","[0.8857142857142857, 0.3304005803125282]","[0.9142857142857141, 0.3416691901783589]","[0.9142857142857141, 0.35299654258532676]","[0.9285714285714286, 0.36424158890633124]","[0.9571428571428571, 0.37568855361497533]","[0.8857142857142857, 0.3864818893046325]","[0.9142857142857141, 0.39664111317887357]","[0.9142857142857141, 0.4068810251818357]","[0.8, 0.41578422446135077]","[0.8, 0.4233846818470807]","[0.8142857142857143, 0.430976557623023]","[0.8142857142857143, 0.438559080507958]","[0.8, 0.4458498392025273]","[0.8285714285714285, 0.4531390837073609]","[0.7571428571428571, 0.45985694614203876]","[0.8, 0.4661630854003244]","[0.9142857142857141, 0.47390111057622925]","[0.9285714285714286, 0.48275445391349614]","[0.9571428571428571, 0.4918570276900267]","[0.9285714285714286, 0.5007776546187629]","[0.9142857142857141, 0.5090983920526003]","[0.9142857142857141, 0.5171137031666568]","[0.8714285714285714, 0.5245451514289637]","[0.9142857142857141, 0.5318324158194883]","[0.9285714285714286, 0.5395397770164229]","[0.9142857142857141, 0.5470937321414111]","[0.9142857142857141, 0.5543574292365052]","[0.8857142857142857, 0.5611939003926623]","[0.8999999999999999, 0.5677552476421753]","[0.5142857142857142, 0.5704998733408823]","[0.5714285714285714, 0.569954934056101]","[0.5857142857142856, 0.5701258538486885]","[0.5571428571428572, 0.5701506828314822]","[0.5571428571428572, 0.5698933653783171]","[0.5428571428571427, 0.5694993694345268]","[0.5999999999999999, 0.5695394144916718]","[0.5428571428571427, 0.5695749032261767]","[0.5428571428571427, 0.5690463793808394]","[0.5571428571428572, 0.5686700793360324]","[0.5571428571428572, 0.5684420507993794]","[0.44285714285714284, 0.5670843836394411]","[0.3999999999999999, 0.5642016463650614]","[0.44285714285714284, 0.5613787577772453]","[0.5714285714285714, 0.5603101118597253]","[0.5714285714285714, 0.5605300543595603]","[0.5857142857142856, 0.5608874146917086]","[0.5999999999999999, 0.5615203021297624]","[0.6428571428571428, 0.5627068036238168]","[0.6714285714285715, 0.5645758543206882]","[0.8, 0.5679655053172254]","[0.8714285714285714, 0.5732643952419395]","[0.9142857142857141, 0.579587908115634]","[0.9142857142857141, 0.5862088138015772]","[0.9142857142857141, 0.5926987464387162]","[0.8714285714285714, 0.5986349908677545]","[0.9285714285714286, 0.6045983978397632]","[0.9142857142857141, 0.6108653801056881]","[0.9142857142857141, 0.6168675629069177]","[0.8285714285714285, 0.6219004000071424]","[0.5857142857142856, 0.6235786454673978]","[0.8, 0.6249561526395153]","[0.6714285714285715, 0.6271429067825686]","[0.5, 0.6263177302422138]","[0.2142857142857142, 0.6209835719163521]","[0.2571428571428571, 0.6133636858149876]","[0.5714285714285714, 0.6094359281672376]","[0.5857142857142856, 0.6088258451161307]","[0.5142857142857142, 0.6076598148176984]","[0.5714285714285714, 0.6063797871538551]","[-0.6714285714285715, 0.5933545162212237]","[-0.6000000000000001, 0.5690437467487387]","[-0.8857142857142857, 0.5430826512745027]","[-0.9, 0.5146767900634264]","[-0.7285714285714286, 0.4883932427729708]","[0.5285714285714285, 0.4767952051641572]","[0.5714285714285714, 0.47824473509732435]","[0.5, 0.47937923032569213]","[0.5, 0.4797871450734685]","[0.41428571428571415, 0.4793363784881589]","[0.4285714285714286, 0.47819133170304223]","[0.44285714285714284, 0.4773515322539668]","[0.4571428571428571, 0.4768109418168519]","[0.48571428571428577, 0.4767054101943101]","[0.5, 0.4770253901246579]","[0.5142857142857142, 0.47762163661037954]","[0.4571428571428571, 0.4777798412271043]","[0.5, 0.4777969117644237]","[0.5142857142857142, 0.47837789620803634]","[0.4285714285714286, 0.4782376033361855]","[0.37142857142857144, 0.476688045162977]","[0.4571428571428571, 0.4754564414678278]"
"[0.43895613178610804, 0.004356116139037202]","[0.43895613178610804, 0.012953261568925484]","[0.5866757411509753, 0.02284628144773429]","[0.5866757411509753, 0.0339998104127689]","[0.6625283489003778, 0.045685449819518865]","[0.6625283489003778, 0.05788767697060708]","[0.664483227301389, 0.06986792264791919]","[0.664483227301389, 0.08163044925835204]","[0.7607391251716763, 0.09411551759902137]","[0.7607391251716763, 0.1073024938874736]","[0.8712857342557982, 0.1213256520766616]","[0.8712857342557982, 0.13616116901401232]","[0.9136948141851463, 0.1511240731254041]","[0.9136948141851463, 0.16620905086454943]","[0.8536337185942102, 0.18039958671534445]","[0.8536337185942102, 0.19371733069082422]","[0.8464393081289018, 0.20670023054520548]","[0.8464393081289018, 0.21935538399470741]","[0.9101172731330736, 0.23239212432702563]","[0.9101172731330736, 0.2457987084411639]","[0.90782225882067, 0.258917311685626]","[0.90782225882067, 0.271753782002793]","[0.9192002170038904, 0.284449237240959]","[0.9192002170038904, 0.2970057174257585]","[0.8892072163647754, 0.30901616379400126]","[0.8892072163647754, 0.320493353569626]","[0.888081448903995, 0.3317323326374435]","[0.888081448903995, 0.3427378873777304]","[0.9150453386859682, 0.3537933175231865]","[0.9150453386859682, 0.3648958602637132]","[0.8032110176064862, 0.3746689530962158]","[0.8032110176064862, 0.38314626169900984]","[0.7092253427494711, 0.39052317862715513]","[0.7092253427494711, 0.39682766264724934]","[0.7676024038115714, 0.4035867557048978]","[0.7676024038115714, 0.4107876193792091]","[0.8644091600437748, 0.41880672903587135]","[0.8644091600437748, 0.4276215214089984]","[0.872459657205134, 0.4363418334165165]","[0.872459657205134, 0.44496900373563103]","[0.7534529915516522, 0.45224451435893315]","[0.7534529915516522, 0.458202942775659]","[0.7545949652078225, 0.4640548358247712]","[0.7545949652078225, 0.4698022257364022]","[0.8259869522990025, 0.47614440259770274]","[0.8259869522990025, 0.48306489769448024]","[0.8893925417036432, 0.49047771820367925]","[0.8893925417036432, 0.4983689483654205]","[0.9146309519097516, 0.5063545373708839]","[0.9146309519097516, 0.5144309561122821]","[0.11240315036402687, 0.514386454972424]","[0.11240315036402687, 0.5064345249087308]","[-0.43198980740494264, 0.49323744697462363]","[-0.43198980740494264, 0.47493484003671477]","[0.24652560774591203, 0.46372774689364654]","[0.24652560774591203, 0.4594311101916076]","[0.4474905333126915, 0.45721380567802256]","[0.4474905333126915, 0.4570214624116407]","[0.5756564664942688, 0.458104818075087]","[0.5756564664942688, 0.46043019446854644]","[0.618632135694358, 0.46313605313286416]","[0.618632135694358, 0.46621203653698046]","[0.7350326147701012, 0.47038230757427496]","[0.7350326147701012, 0.47561755170016284]","[0.8121856971097821, 0.48151488591163066]","[0.8121856971097821, 0.488056130621567]","[0.7212608359015402, 0.4935656572988365]","[0.7212608359015402, 0.4980698646013081]","[0.727962203659436, 0.502551473919925]","[0.727962203659436, 0.5070104908441249]","[-0.05110133944063344, 0.5036500240378882]","[-0.05110133944063344, 0.4926760756312072]","[0.3563268416468851, 0.4859624498682421]","[0.3563268416468851, 0.4833980316983263]","[0.593778635417151, 0.4832407680717725]","[0.593778635417151, 0.4854273996568244]","[0.629507697301471, 0.48792534419095057]","[0.629507697301471, 0.4907260897873]","[0.7095910079416453, 0.4942661631127976]","[0.7095910079416453, 0.4985256636627585]","[0.7305442310689301, 0.5029088396234923]","[0.7305442310689301, 0.5074118642318375]","[0.045913504427592455, 0.5050316676503481]","[0.045913504427592455, 0.495949510548139]","[0.33318859580453264, 0.48989787703288407]","[0.33318859580453264, 0.48679789444561355]","[0.4999756840035122, 0.485414397865972]","[0.4999756840035122, 0.48570244547311314]","[0.6172050489567122, 0.48714815664424477]","[0.6172050489567122, 0.4897209085474053]","[0.6957204212661784, 0.49302193837403835]","[0.6957204212661784, 0.49703166748839855]","[0.7225994641540547, 0.5012288196220548]","[0.7225994641540547, 0.5056079166225832]","[-0.07352656523594758, 0.5019997860191163]","[-0.07352656523594758, 0.49061487216193206]","[0.4249016823857551, 0.48440147770094255]","[0.4249016823857551, 0.4832244680945079]","[0.6835189641758563, 0.4846372099011226]","[0.6835189641758563, 0.48857143747427506]","[0.8329931602500261, 0.4939111923155533]","[0.8329931602500261, 0.5006188243588819]","[-0.06286278736480172, 0.4983034658111787]","[-0.06286278736480172, 0.4872026197108479]","[0.446476399541457, 0.4813759517123667]","[0.446476399541457, 0.48068557777161897]","[0.5821890881362357, 0.4813556472227956]","[0.5821890881362357, 0.48335030834685977]","[0.6856589376033743, 0.4863323264638979]","[0.6856589376033743, 0.4902753540808238]","[0.7862168706507187, 0.4951382993093142]","[0.7862168706507187, 0.5008963405409057]","[-0.009749994123319783, 0.49864145576834573]","[-0.009749994123319783, 0.48858458721641335]","[0.45760770641548437, 0.4833646288837415]","[0.45760770641548437, 0.4828551120859653]","[0.6801081637679687, 0.48456372611853965]","[0.6801081637679687, 0.48843193575487576]","[0.8129663204222496, 0.49354208423304374]","[0.8129663204222496, 0.4998608520965489]","[0.749074592693129, 0.5054205745189103]","[0.749074592693129, 0.5102404754701368]","[-0.07927170196996192, 0.5067446812381354]","[-0.07927170196996192, 0.49515225627414644]","[0.3928631084669329, 0.48847452462923974]","[0.3928631084669329, 0.48658316425208675]","[0.6256467541063179, 0.4870393183593291]","[0.6256467541063179, 0.48978121490759907]","[0.5857142857142856, 0.4920725898373916]","[0.7571428571428571, 0.4956262098533188]","[0.8, 0.5012247707614562]","[0.8428571428571427, 0.5075603713290381]","[0.8285714285714285, 0.5140513569151017]","[0.15714285714285703, 0.5136099839887388]","[-0.014285714285714346, 0.504857219077823]","[-0.8428571428571429, 0.4863650841213825]","[0.9285714285714286, 0.47765006890974054]","[0.7428571428571429, 0.4847270861421804]","[-0.6000000000000001, 0.47650709261093127]","[-0.7571428571428571, 0.4536524514675486]","[-0.8857142857142857, 0.42842489282329965]","[-0.9, 0.40228716182064517]","[-0.9285714285714286, 0.3762421156780278]","[-0.9571428571428572, 0.35014709328973564]","[-1.0, 0.3238613145948494]","[-0.9571428571428572, 0.29809833751646164]","[-0.8285714285714285, 0.2745433980228377]","[0.9142857142857141, 0.27001764373817677]","[0.9857142857142855, 0.28347123194912005]","[0.9571428571428571, 0.2970792855799529]","[0.9142857142857141, 0.3097111868934662]","[0.9285714285714286, 0.3218124929578426]","[0.9571428571428571, 0.3340987791004373]","[0.9142857142857141, 0.34599837034014014]","[0.8999999999999999, 0.35709831534348246]","[0.8714285714285714, 0.36755431910338987]","[0.8714285714285714, 0.37752182961800906]","[0.8857142857142857, 0.38743393408828775]","[0.8857142857142857, 0.39729078750189506]","[0.9142857142857141, 0.40723619253952037]","[0.9142857142857141, 0.41726651541495113]","[0.9142857142857141, 0.4270984210299947]","[0.3999999999999999, 0.43163216201126775]","[0.11428571428571432, 0.42817104917754906]","[0.15714285714285703, 0.42238715646544445]","[0.12857142857142856, 0.41685662478424274]","[0.44285714285714284, 0.41427275229778193]","[0.44285714285714284, 0.4148382013401563]","[0.9428571428571428, 0.42035436854973374]","[0.41428571428571415, 0.4254449425914858]","[0.5142857142857142, 0.4262165743618778]","[0.37142857142857144, 0.4265410485943316]","[0.4285714285714286, 0.42601790249657234]","[0.4571428571428571, 0.4263519530471002]","[0.3999999999999999, 0.4263939760587152]","[0.3571428571428572, 0.4254465511967317]","[0.37142857142857144, 0.42423715381402266]","[0.3999999999999999, 0.4234760454124049]","[0.4571428571428571, 0.42357872304882427]","[0.5571428571428572, 0.42523506084043505]","[0.5857142857142856, 0.42812796420524013]","[0.5571428571428572, 0.4309617588209144]","[0.6714285714285715, 0.43459199019187933]","[0.34285714285714275, 0.43601635076691814]","[0.2571428571428571, 0.43332288727227003]","[0.9142857142857141, 0.43635909854527605]","[0.9571428571428571, 0.4462386256390216]","[0.9571428571428571, 0.4563452013887812]","[0.9142857142857141, 0.4658265454290871]","[0.9428571428571428, 0.47498138640985704]","[0.8142857142857143, 0.48296086585961034]","[0.7428571428571429, 0.4888062051747002]","[0.7142857142857142, 0.4935482379501138]","[0.7571428571428571, 0.4983401158150413]","[0.7285714285714284, 0.503176147544718]","[0.7571428571428571, 0.507918396222713]","[0.7571428571428571, 0.5128484902357697]","[0.7714285714285714, 0.5178228270786132]","[0.5571428571428572, 0.520713060338725]","[-0.44285714285714284, 0.5115098977155006]","[-0.3285714285714286, 0.493765004467014]","[-0.37142857142857144, 0.4770724511878375]","[-0.9285714285714286, 0.45475864433279595]","[-0.9, 0.42767750293589385]","[-0.8857142857142857, 0.4015554976476589]","[-0.8428571428571429, 0.3765163648034768]","[0.44285714285714284, 0.36515421357212174]","[0.37142857142857144, 0.36598246948969526]","[0.3571428571428572, 0.3659484341956229]","[0.37142857142857144, 0.3659160132193722]","[0.5714285714285714, 0.3680098227179586]","[0.3571428571428572, 0.36990726977313176]","[0.34285714285714275, 0.3695129987761891]","[0.41428571428571415, 0.3696945428993359]","[0.37142857142857144, 0.3701513279176465]","[0.34285714285714275, 0.36989305666314165]","[0.3142857142857143, 0.36907470183231555]","[0.37142857142857144, 0.36855795492277726]","[0.2857142857142856, 0.3677641286494442]","[0.19999999999999996, 0.36529042774771336]","[0.15714285714285703, 0.3615953890986299]","[0.2142857142857142, 0.3581180365505427]","[0.2571428571428571, 0.3556980886790021]","[0.9285714285714286, 0.3604116223771296]","[0.9142857142857141, 0.37150904446156685]","[0.9714285714285713, 0.3828131872790436]","[0.9142857142857141, 0.3938899502969009]","[0.9142857142857141, 0.4041842850944927]","[0.8714285714285714, 0.4138496739815683]","[0.8857142857142857, 0.42304315040328866]","[0.8999999999999999, 0.43233736016119023]","[0.9714285714285713, 0.44229738528688944]","[0.9571428571428571, 0.4526227532745945]","[0.9571428571428571, 0.46260303985787954]","[0.9428571428571428, 0.47224413030768064]","[0.9142857142857141, 0.4812701381985991]","[-0.8714285714285714, 0.4721148558882448]","[-0.8571428571428572, 0.44567899497559205]","[-0.9142857142857143, 0.4193398343711479]","[-0.8714285714285714, 0.3933837037326587]","[-0.7142857142857143, 0.36992296894909377]","[-0.5857142857142857, 0.3497513504886408]","[-0.6000000000000001, 0.3311044418437701]","[-0.6000000000000001, 0.3126855738991211]","[-0.44285714285714284, 0.29619051870944635]","[0.9142857142857141, 0.29503889288419827]","[0.9142857142857141, 0.3072886738066824]","[0.8857142857142857, 0.3190125953658245]","[0.9142857142857141, 0.33050647941300654]","[0.8857142857142857, 0.34177111232931917]","[0.8, 0.35168064383816633]"
